# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR 11d82d4a4e0f1920
# CUDA_DEVICE 0 GeForce 8800 GTX
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,memTransferSize,sm_cta_launched,branch,divergent_branch,instructions,warp_serialize,cta_launched,gld_incoherent,gld_coherent,gst_incoherent,gst_coherent,local_load,local_store,tlb_hit,tlb_miss
11d83176304f9080,memcpyHtoD,1885.47,3199.27,,,,,,,,,,0,4194304
11d8317630a8eac0,memcpyHtoD,1856.48,2834.89,,,,,,,,,,0,4194304
11d8317630cd4620,_Z19to_grayscale_floatsPiPfi,237.472,311.45,0.667,2048,1,512,1,1,0,32,4,0,,0,10368,128,63776,0,256,0,8192,0,32768,0,0,94,922
11d8317630e311c0,_Z21from_grayscale_floatsPfPii,239.872,328.71,0.667,2048,1,512,1,1,0,32,4,0,,0,16512,128,57631,0,256,0,8192,0,32768,0,0,223,793
11d8317630e89f00,memcpyDtoH,2607.36,3495.38,,,,,,,,,,0,4194304
11d8317660f58220,_Z13dwtHaar2D_rowPfS_jji,735.168,1489.36,0.667,1,1024,512,1,1,4352,48,12,0,,0,55680,448,180961,6447,128,0,8192,3840,32768,0,0,505,511
11d8317661040e80,memcpyDtoD,878.272,3.068,,,,,,,,,,0,4194304
11d831766111cfe0,_Z13dwtHaar2D_colPfS_jji,2110.14,3060.04,0.667,1,1024,512,1,1,4352,48,12,0,,0,55680,448,168355,6447,128,0,0,261888,512,0,0,64998,246
11d8317661448e80,_Z21from_grayscale_floatsPfPii,239.392,301.861,0.667,2048,1,512,1,1,0,32,4,0,,0,16544,144,57728,0,256,0,8192,0,32768,0,0,269,747
11d83176614a25c0,memcpyDtoH,2580.8,4485.73,,,,,,,,,,0,4194304
11d8317692634b80,_Z12clamp_kernelPfS_f,187.584,246.629,0.667,2048,1,512,1,1,0,32,2,0,,0,8320,128,33044,0,256,0,8192,0,32768,0,0,46,970
11d8317692686fa0,memcpyDtoD,878.24,3.068,,,,,,,,,,0,4194304
11d831769275dcc0,memcpyDtoD,867.424,1.151,,,,,,,,,,0,4194304
11d8317692837380,_Z13twdHaar2D_colPfS_jji,2376.64,4193.46,0.667,1,1024,512,1,1,4352,48,9,0,,0,67968,384,223465,9578,128,0,0,262144,0,0,0,64818,0
11d8317692aaef40,memcpyDtoD,856.736,1.918,,,,,,,,,,0,4194304
11d8317692b85980,_Z13twdHaar2D_rowPfS_jji,733.76,1655.06,0.667,1,1024,512,1,1,4352,48,10,0,,0,67968,384,216288,9578,128,0,8192,0,32768,0,0,790,234
11d8317692d5c900,_Z21from_grayscale_floatsPfPii,240.256,289.587,0.667,2048,1,512,1,1,0,32,4,0,,0,16512,128,57632,0,256,0,8192,0,32768,0,0,319,697
11d8317692db4100,memcpyDtoH,2539.65,3384.15,,,,,,,,,,0,4194304
