# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR 11d82d4a4e2d9425
# CUDA_DEVICE 0 GeForce 8800 GTX
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,memTransferSize,sm_cta_launched,branch,divergent_branch,instructions,warp_serialize,cta_launched,gld_incoherent,gld_coherent,gst_incoherent,gst_coherent,local_load,local_store,tlb_hit,tlb_miss
11d831843ed0e7e0,memcpyHtoD,2021.66,3210.39,,,,,,,,,,0,4194304
11d831843f31fb20,memcpyHtoD,1971.97,3010.94,,,,,,,,,,0,4194304
11d831843f582b60,_Z19to_grayscale_floatsPiPfi,236.416,323.724,0.667,2048,1,512,1,1,0,32,4,0,,0,10368,128,63775,0,256,0,8192,0,32768,0,0,122,894
11d831843f6f9640,_Z21from_grayscale_floatsPfPii,240.544,295.341,0.667,2048,1,512,1,1,0,32,4,0,,0,16512,128,57631,0,256,0,8192,0,32768,0,0,248,768
11d831843f7549a0,memcpyDtoH,2675.81,3393.73,,,,,,,,,,0,4194304
11d831846ff5fce0,_Z13dwtHaar2D_rowPfS_jji,720.864,1323.66,0.667,1,1024,512,1,1,4352,48,12,0,,0,55680,448,178914,6296,128,0,0,3840,32768,0,0,437,67
11d83184700bd800,memcpyDtoD,878.496,3.452,,,,,,,,,,0,4194304
11d83184701998e0,_Z13dwtHaar2D_colPfS_jji,4666.3,5617.23,0.667,1,1024,512,1,1,4352,48,12,0,,0,55680,448,169380,6329,128,131072,0,261888,512,0,0,129379,494
11d83184708870e0,_Z21from_grayscale_floatsPfPii,239.424,293.807,0.667,2048,1,512,1,1,0,32,4,0,,0,16544,144,57728,0,256,0,8192,0,32768,0,0,218,798
11d83184709e5740,memcpyDtoH,2534.46,3554.06,,,,,,,,,,0,4194304
11d83184a0715e00,_Z12clamp_kernelPfS_f,187.488,283.45,0.667,2048,1,512,1,1,0,32,2,0,,0,8320,128,33044,0,256,0,8192,0,32768,0,0,22,994
11d83184a0766700,memcpyDtoD,878.112,3.068,,,,,,,,,,0,4194304
11d83184a083d400,memcpyDtoD,867.584,1.151,,,,,,,,,,0,4194304
11d83184a0914be0,_Z13twdHaar2D_colPfS_jji,4111.65,5917.56,0.667,1,1024,512,1,1,4352,48,10,0,,0,67968,384,218336,9578,128,131072,0,262144,0,0,0,129026,512
11d83184a0d2d1c0,memcpyDtoD,856.576,1.534,,,,,,,,,,0,4194304
11d83184a0e03bc0,_Z13twdHaar2D_rowPfS_jji,735.936,1658.51,0.667,1,1024,512,1,1,4352,48,9,0,,0,67968,384,222432,9578,128,0,0,0,32768,0,0,512,0
11d83184a0fd25c0,_Z21from_grayscale_floatsPfPii,240.672,300.711,0.667,2048,1,512,1,1,0,32,4,0,,0,16512,128,57632,0,256,0,8192,0,32768,0,0,252,764
11d83184a1029f20,memcpyDtoH,2386.4,3239.93,,,,,,,,,,0,4194304
