# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR 11d82d4a4c04590e
# CUDA_DEVICE 0 GeForce 8800 GTX
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,memTransferSize,sm_cta_launched,branch,divergent_branch,instructions,warp_serialize,cta_launched,gld_incoherent,gld_coherent,gst_incoherent,gst_coherent,local_load,local_store,tlb_hit,tlb_miss
11d83085b9129300,memcpyHtoD,3577.86,5040.35,,,,,,,,,,0,4194304
11d83085b9819b40,memcpyHtoD,2003.33,2865.19,,,,,,,,,,0,4194304
11d83085b9a8d6e0,_Z19to_grayscale_floatsPiPfi,236.128,319.889,0.667,2048,1,512,1,1,0,32,4,0,,0,10368,128,63775,0,256,0,8192,0,32768,0,0,110,906
11d83085b9bfb6c0,_Z21from_grayscale_floatsPfPii,239.904,291.505,0.667,2048,1,512,1,1,0,32,4,0,,0,16512,128,57632,0,256,0,8192,0,32768,0,0,227,789
11d83085b9c53700,memcpyDtoH,2294.72,3852.47,,,,,,,,,,0,4194304
11d83085e8c0af20,_Z13dwtHaar2D_rowPfS_jji,733.152,1450.24,0.667,1,1024,512,1,1,4352,48,12,0,,0,55680,448,180963,6451,128,0,8192,3840,32768,0,0,574,442
11d83085e8cf1520,memcpyDtoD,878.208,3.452,,,,,,,,,,0,4194304
11d83085e8dcb7a0,_Z13dwtHaar2D_colPfS_jji,4495.04,5431.58,0.667,1,1024,512,1,1,4352,48,12,0,,0,55680,448,169380,6341,128,131072,0,261888,512,0,0,129311,0
11d83085e93405a0,_Z21from_grayscale_floatsPfPii,273.984,324.108,0.667,2048,1,512,1,1,0,32,4,0,,0,20608,2176,69920,0,256,0,8192,0,32768,0,0,252,764
11d83085e93a0c20,memcpyDtoH,2411.58,3310.12,,,,,,,,,,0,4194304
11d8308617867260,_Z12clamp_kernelPfS_f,185.408,243.56,0.667,2048,1,512,1,1,0,32,2,0,,0,8320,128,33044,0,256,0,8192,0,32768,0,0,25,991
11d83086178b6160,memcpyDtoD,878.496,3.068,,,,,,,,,,0,4194304
11d830861798cf80,memcpyDtoD,867.712,1.151,,,,,,,,,,0,4194304
11d8308617a647c0,_Z13twdHaar2D_colPfS_jji,3945.89,5753.01,0.667,1,1024,512,1,1,4352,48,10,0,,0,67968,384,218336,9578,128,131072,0,262144,0,0,0,128930,508
11d8308617e50d00,memcpyDtoD,856.768,1.918,,,,,,,,,,0,4194304
11d8308617f25980,_Z13twdHaar2D_rowPfS_jji,722.016,1632.05,0.667,1,1024,512,1,1,4352,48,10,0,,0,67968,384,216288,9578,128,0,8192,0,32768,0,0,1024,0
11d83086180f7620,_Z21from_grayscale_floatsPfPii,239.68,293.807,0.667,2048,1,512,1,1,0,32,4,0,,0,16514,129,57638,0,256,0,8192,0,32768,0,0,251,765
11d830861814fb80,memcpyDtoH,2377.06,3224.2,,,,,,,,,,0,4194304
